token,sentence,idx,pos,event_id,label,simple_label
w2122,0,0,PROPN,,0,0
Cx1f,0,1,PROPN,,0,0
wstm-,0,2,PROPN,,0,0
r,0,3,PROPN,,0,0
f,0,4,PROPN,,0,0
Cx13,0,5,PUNCT,,0,0
Cx11,0,6,PROPN,,0,0
BC,1,0,PROPN,,0,0
-,1,1,PUNCT,,0,0
Australia,1,2,PROPN,,0,0
-,1,3,PUNCT,,0,0
India,1,4,PROPN,,0,0
-,1,5,PUNCT,,0,0
Qanta,1,6,PROPN,,0,0
02,1,8,NUM,,0,0
-,1,9,SYM,,0,0
13,1,10,NUM,,0,0
0223,1,11,NUM,,0,0
BC,2,0,PROPN,,0,0
-,2,1,PUNCT,,0,0
Australia,2,2,PROPN,,0,0
-,2,3,PUNCT,,0,0
India,2,4,PROPN,,0,0
-,3,0,PUNCT,,0,0
"Qantas,0225",3,1,PROPN,,0,0
Qantas,4,0,PROPN,,0,0
to,4,1,PART,,0,0
run,4,2,VERB,,0,0
daily,4,3,ADJ,,0,0
flights,4,4,NOUN,,0,0
between,4,5,ADP,,0,0
Australia,4,6,PROPN,,0,0
and,4,7,CCONJ,,0,0
India,4,8,PROPN,,0,0
CANBERRA,4,10,PROPN,,0,0
",",4,11,PUNCT,,0,0
Australia,4,12,PROPN,,0,0
(,4,13,PUNCT,,0,0
AP,4,14,PROPN,,0,0
),4,15,PUNCT,,0,0
_,5,0,PROPN,,0,0
Qantas,5,1,PROPN,,0,0
will,5,2,VERB,,0,0
almost,5,3,ADV,,0,0
double,5,4,VERB,e1,OCCURRENCE,EVENT
its,5,5,DET,,0,0
flights,5,6,NOUN,,0,0
between,5,7,ADP,,0,0
Australia,5,8,PROPN,,0,0
and,5,9,CCONJ,,0,0
India,5,10,PROPN,,0,0
by,5,11,ADP,,0,0
August,5,12,PROPN,,0,0
in,5,13,ADP,,0,0
the,5,14,DET,,0,0
search,5,15,NOUN,e2,OCCURRENCE,EVENT
for,5,16,ADP,,0,0
new,5,17,ADJ,,0,0
markets,5,18,NOUN,,0,0
untouched,5,19,NOUN,e27,STATE,EVENT
by,5,20,ADP,,0,0
the,5,21,DET,,0,0
crippling,5,22,ADJ,,0,0
Asian,5,23,ADJ,,0,0
financial,5,24,ADJ,,0,0
crisis,5,25,NOUN,e26,OCCURRENCE,EVENT
.,5,26,PUNCT,,0,0
This,6,0,DET,,0,0
move,6,1,NOUN,e28,OCCURRENCE,EVENT
comes,6,2,VERB,,0,0
barely,6,3,ADV,,0,0
a,6,4,DET,,0,0
month,6,5,NOUN,,0,0
after,6,6,ADP,,0,0
Qantas,6,7,PROPN,,0,0
suspended,6,8,VERB,e5,ASPECTUAL,EVENT
a,6,9,DET,,0,0
number,6,10,NOUN,,0,0
of,6,11,ADP,,0,0
services,6,12,NOUN,e29,STATE,EVENT
between,6,13,ADP,,0,0
