token,sentence,idx,pos,event_id,label,simple_label
Labatt,0,0,PROPN,,0,0
Plans,0,1,PROPN,,0,0
to,0,2,ADP,,0,0
Place,0,3,VERB,,0,0
@,0,4,PUNCT,,0,0
New,1,0,PROPN,,0,0
Preferred,1,1,PROPN,,0,0
Shares,1,2,PROPN,,0,0
Ontario,2,0,PROPN,,0,0
John,2,2,PROPN,,0,0
Labatt,2,3,PROPN,,0,0
Ltd.,2,4,PROPN,,0,0
said,2,5,VERB,e1,REPORTING,EVENT
it,3,0,PRON,,0,0
plans,3,1,VERB,e2,I_STATE,EVENT
a,3,2,DET,,0,0
private,3,3,ADJ,,0,0
placement,3,4,NOUN,e3,OCCURRENCE,EVENT
of,3,5,ADP,,0,0
150,3,6,NUM,,0,0
million,3,7,NUM,,0,0
Canadian,3,8,ADJ,,0,0
dollars,3,9,NOUN,,0,0
(,3,10,PUNCT,,0,0
US$,3,11,SYM,,0,0
127.5,3,12,NUM,,0,0
million,3,13,NUM,,0,0
),3,14,PUNCT,,0,0
in,3,15,ADP,,0,0
preferred,3,16,ADJ,,0,0
shares,3,17,NOUN,,0,0
",",3,18,PUNCT,,0,0
to,3,19,PART,,0,0
be,3,20,AUX,,0,0
completed,3,21,NOUN,e6,ASPECTUAL,EVENT
around,3,22,ADP,,0,0
Nov.,3,23,PROPN,,0,0
1,3,24,NUM,,0,0
.,3,25,PUNCT,,0,0
Proceeds,4,0,NOUN,,0,0
will,4,1,VERB,,0,0
be,4,2,AUX,,0,0
said,4,3,ADJ,e1,REPORTING,EVENT
Robert,4,4,PROPN,,0,0
Vaux,4,5,PROPN,,0,0
",",4,6,PUNCT,,0,0
vice,4,7,NOUN,,0,0
president,4,8,NOUN,,0,0
",",4,9,PUNCT,,0,0
finance,4,10,NOUN,,0,0
.,4,11,PUNCT,,0,0
The,5,0,DET,,0,0
preferred,5,1,ADJ,,0,0
shares,5,2,NOUN,,0,0
will,5,3,VERB,,0,0
carry,5,4,PRON,e12,OCCURRENCE,EVENT
a,5,5,DET,,0,0
floating,5,6,VERB,,0,0
annual,5,7,ADJ,,0,0
dividend,5,8,NOUN,,0,0
equal,5,9,ADJ,,0,0
to,5,10,ADP,,0,0
72,5,11,NUM,,0,0
%,5,12,NOUN,,0,0
of,5,13,ADP,,0,0
the,5,14,DET,,0,0
30-day,5,15,NUM,,0,0
bankers,5,16,NOUN,,0,0
',5,17,PART,,0,0
acceptance,5,18,NOUN,,0,0
rate,5,19,NOUN,,0,0
until,5,20,ADP,,0,0
Dec.,5,21,PROPN,,0,0
31,5,22,NUM,,0,0
",",5,23,PUNCT,,0,0
1994,5,24,NUM,,0,0
.,5,25,PUNCT,,0,0
Thereafter,6,0,ADV,,0,0
",",6,1,PUNCT,,0,0
the,6,2,DET,,0,0
rate,6,3,NOUN,,0,0
will,6,4,VERB,,0,0
be,6,5,AUX,,0,0
renegotiated,6,6,NOUN,e13,OCCURRENCE,EVENT
.,6,7,PUNCT,,0,0
Mr.,7,0,PROPN,,0,0
Vaux,7,1,PROPN,,0,0
said,7,2,NOUN,e1,REPORTING,EVENT
that,7,3,SCONJ,,0,0
if,7,4,SCONJ,,0,0
no,7,5,DET,,0,0
agreement,7,6,NOUN,e16,OCCURRENCE,EVENT
is,7,7,AUX,,0,0
reached,7,8,NOUN,e17,OCCURRENCE,EVENT
",",7,9,PUNCT,,0,0
other,7,10,ADJ,,0,0
buyers,7,11,NOUN,,0,0
will,7,12,VERB,,0,0
be,7,13,AUX,,0,0
sought,7,14,NOUN,e18,I_ACTION,EVENT
by,7,15,ADP,,0,0
bid,7,16,NOUN,e19,OCCURRENCE,EVENT
or,7,17,CCONJ,,0,0
auction,7,18,NOUN,e20,OCCURRENCE,EVENT
.,7,19,PUNCT,,0,0
The,8,0,DET,,0,0
shares,8,1,NOUN,,0,0
are,8,2,AUX,,0,0
redeemable,8,3,NOUN,e41,STATE,EVENT
after,8,4,ADP,,0,0
the,8,5,DET,,0,0
end,8,6,NOUN,,0,0
of,8,7,ADP,,0,0
1994,8,8,NUM,,0,0
.,8,9,PUNCT,,0,0
Mr.,9,0,PROPN,,0,0
Vaux,9,1,PROPN,,0,0
said,9,2,VERB,e21,REPORTING,EVENT
the,9,3,DET,,0,0
share,9,4,NOUN,,0,0
issue,9,5,NOUN,,0,0
is,9,6,AUX,,0,0
part,9,7,NOUN,,0,0
of,9,8,ADP,,0,0
a,9,9,DET,,0,0
strategy,9,10,NOUN,e43,I_STATE,EVENT
to,9,11,ADP,,0,0
strengthen,9,12,NUM,e23,OCCURRENCE,EVENT
Labatt,9,13,PROPN,,0,0
's,9,14,PART,,0,0
balance,9,15,NOUN,,0,0
sheet,9,16,NOUN,,0,0
in,9,17,ADP,,0,0
anticipation,9,18,NOUN,,0,0
of,9,19,ADP,,0,0
acquisitions,9,20,NOUN,e25,OCCURRENCE,EVENT
to,9,21,PART,,0,0
be,9,22,AUX,,0,0
made,9,23,NOUN,e27,OCCURRENCE,EVENT
during,9,24,ADP,,0,0
the,9,25,DET,,0,0
next,9,26,ADJ,,0,0
12,9,27,NUM,,0,0
to,9,28,PART,,0,0
18,9,29,NUM,,0,0
months,9,30,NOUN,,0,0
.,9,31,PUNCT,,0,0
Labatt,10,0,PROPN,,0,0
's,10,1,PART,,0,0
has,10,2,NOUN,e28,STATE,EVENT
no,11,0,DET,,0,0
takeover,11,1,NOUN,,0,0
bids,11,2,NOUN,,0,0
outstanding,11,3,ADJ,,0,0
currently,11,4,ADV,,0,0
",",11,5,PUNCT,,0,0
he,11,6,PRON,,0,0
said,11,7,NOUN,e30,REPORTING,EVENT
.,11,8,PUNCT,,0,0
Lead,12,0,ADJ,,0,0
underwriter,12,1,NOUN,,0,0
to,12,2,ADP,,0,0
the,12,3,DET,,0,0
issue,12,4,NOUN,,0,0
is,12,5,AUX,,0,0
Toronto,12,6,PROPN,,0,0
Dominion,12,7,PROPN,,0,0
Securities,12,8,PROPN,,0,0
Inc.,12,9,PROPN,,0,0
