token,sentence,idx,pos,event_id,label,simple_label
Dime,0,0,PROPN,,0,0
Savings,0,1,PROPN,,0,0
Bank,0,2,PROPN,,0,0
Purchase,0,3,PROPN,,0,0
GARDEN,1,0,PROPN,,0,0
CITY,1,1,PROPN,,0,0
",",1,2,PUNCT,,0,0
N.Y.,1,3,PROPN,,0,0
Dime,1,5,PROPN,,0,0
Savings,1,6,PROPN,,0,0
Bank,1,7,PROPN,,0,0
of,1,8,ADP,,0,0
New,1,9,PROPN,,0,0
York,1,10,PROPN,,0,0
was,1,11,AUX,,0,0
cleared,1,12,NOUN,e1,I_ACTION,EVENT
by,1,13,ADP,,0,0
the,1,14,DET,,0,0
Federal,1,15,PROPN,,0,0
Deposit,1,16,PROPN,,0,0
Insurance,1,17,PROPN,,0,0
Corp.,1,18,PROPN,,0,0
to,1,19,PART,,0,0
acquire,1,20,PROPN,e3,OCCURRENCE,EVENT
Starpointe,1,21,PROPN,,0,0
Savings,1,22,PROPN,,0,0
Bank,1,23,PROPN,,0,0
of,1,24,ADP,,0,0
Somerset,1,25,PROPN,,0,0
",",1,26,PUNCT,,0,0
N.J.,1,27,PROPN,,0,0
",",1,28,PUNCT,,0,0
the,1,29,DET,,0,0
banks,1,30,NOUN,,0,0
said,1,31,PROPN,e4,REPORTING,EVENT
.,1,32,PUNCT,,0,0
Starpointe,2,0,PROPN,,0,0
holders,2,1,NOUN,,0,0
",",2,2,PUNCT,,0,0
who,2,3,PRON,,0,0
approved,2,4,VERB,e5,I_ACTION,EVENT
the,2,5,DET,,0,0
plan,2,6,NOUN,e20,STATE,EVENT
last,2,7,ADJ,,0,0
April,2,8,PROPN,,0,0
",",2,9,PUNCT,,0,0
will,2,10,VERB,,0,0
receive,2,11,VERB,e6,OCCURRENCE,EVENT
$,2,12,SYM,,0,0
21,2,13,NUM,,0,0
in,2,14,ADP,,0,0
cash,2,15,NOUN,,0,0
a,2,16,DET,,0,0
share,2,17,NOUN,,0,0
",",2,18,PUNCT,,0,0
or,2,19,CCONJ,,0,0
a,2,20,DET,,0,0
total,2,21,ADJ,,0,0
$,2,22,SYM,,0,0
63,2,23,NUM,,0,0
million,2,24,NUM,,0,0
.,2,25,PUNCT,,0,0
The,3,0,DET,,0,0
FDIC,3,1,PROPN,,0,0
cleared,3,2,NOUN,e9,I_ACTION,EVENT
the,3,3,DET,,0,0
move,3,4,NOUN,e10,OCCURRENCE,EVENT
yesterday,3,5,NOUN,,0,0
",",3,6,PUNCT,,0,0
and,3,7,CCONJ,,0,0
the,3,8,DET,,0,0
banks,3,9,NOUN,,0,0
must,3,10,VERB,,0,0
wait,3,11,VERB,e11,OCCURRENCE,EVENT
at,3,12,ADV,,0,0
least,3,13,ADV,,0,0
30,3,14,NUM,,0,0
days,3,15,NOUN,,0,0
before,3,16,ADP,,0,0
closing,3,17,NOUN,e14,ASPECTUAL,EVENT
the,3,18,DET,,0,0
purchase,3,19,NOUN,e15,OCCURRENCE,EVENT
.,3,20,PUNCT,,0,0
A,4,0,DET,,0,0
closing,4,1,NOUN,,0,0
date,4,2,NOUN,,0,0
has,4,3,AUX,,0,0
n't,4,4,PART,,0,0
been,4,5,AUX,,0,0
set,4,6,NUM,e16,OCCURRENCE,EVENT
.,4,7,PUNCT,,0,0
The,5,0,DET,,0,0
thrifts,5,1,NOUN,,0,0
agreed,5,2,VERB,e18,I_ACTION,EVENT
to,5,3,ADP,,0,0
the,5,4,DET,,0,0
transaction,5,5,NOUN,e19,OCCURRENCE,EVENT
in,5,6,ADP,,0,0
August,5,7,PROPN,,0,0
1988,5,8,NUM,,0,0
.,5,9,PUNCT,,0,0
