token,sentence,idx,pos,event_id,label,simple_label
Conseco,0,0,PROPN,,0,0
to,0,1,PART,,0,0
Redeem,0,2,VERB,,0,0
Preferred,1,0,PROPN,,0,0
CARMEL,2,0,PROPN,,0,0
",",2,1,PUNCT,,0,0
Ind.,2,2,PROPN,,0,0
Conseco,3,0,PROPN,,0,0
Inc.,3,1,PROPN,,0,0
said,3,2,NOUN,e1,REPORTING,EVENT
it,3,3,PRON,,0,0
is,3,4,AUX,,0,0
calling,3,5,NOUN,e2,I_ACTION,EVENT
for,3,6,ADP,,0,0
the,3,7,DET,,0,0
redemption,3,8,PROPN,e3,OCCURRENCE,EVENT
on,3,9,ADP,,0,0
Dec.,3,10,PROPN,,0,0
7,3,11,NUM,,0,0
of,3,12,ADP,,0,0
all,3,13,DET,,0,0
the,3,14,DET,,0,0
"800,000",3,15,NUM,,0,0
remaining,3,16,VERB,,0,0
shares,3,17,NOUN,,0,0
outstanding,3,18,ADJ,,0,0
of,3,19,ADP,,0,0
its,3,20,DET,,0,0
$,3,21,SYM,,0,0
1.875,3,22,NUM,,0,0
Series,3,23,PROPN,,0,0
A,3,24,PROPN,,0,0
convertible,3,25,ADJ,,0,0
preferred,3,26,ADJ,,0,0
stock,3,27,NOUN,,0,0
at,3,28,ADP,,0,0
$,3,29,SYM,,0,0
26.805,3,30,NUM,,0,0
a,3,31,DET,,0,0
share,3,32,NOUN,,0,0
.,3,33,PUNCT,,0,0
The,4,0,DET,,0,0
insurance,4,1,NOUN,,0,0
concern,4,2,NOUN,,0,0
said,4,3,VERB,e5,REPORTING,EVENT
all,4,4,DET,,0,0
conversion,4,5,NOUN,,0,0
rights,4,6,NOUN,e16,STATE,EVENT
on,4,7,ADP,,0,0
the,4,8,DET,,0,0
stock,4,9,NOUN,,0,0
will,5,0,VERB,,0,0
terminate,5,1,VERB,e7,ASPECTUAL,EVENT
on,5,2,ADP,,0,0
Nov.,5,3,PROPN,,0,0
30,5,4,NUM,,0,0
.,5,5,PUNCT,,0,0
Until,6,0,ADP,,0,0
then,6,1,ADV,,0,0
",",6,2,PUNCT,,0,0
Conseco,6,3,PROPN,,0,0
said,6,4,VERB,e8,REPORTING,EVENT
the,6,5,DET,,0,0
stock,6,6,NOUN,,0,0
remains,6,7,NOUN,e9,STATE,EVENT
convertible,6,8,ADJ,,0,0
into,6,9,ADP,,0,0
common,6,10,ADJ,,0,0
stock,6,11,NOUN,,0,0
at,6,12,ADP,,0,0
the,6,13,DET,,0,0
rate,6,14,NOUN,,0,0
of,6,15,ADP,,0,0
1.439,6,16,NUM,,0,0
shares,6,17,NOUN,,0,0
of,6,18,ADP,,0,0
common,6,19,ADJ,,0,0
stock,6,20,NOUN,,0,0
for,6,21,ADP,,0,0
each,6,22,DET,,0,0
share,6,23,NOUN,,0,0
of,6,24,ADP,,0,0
preferred,6,25,ADJ,,0,0
stock,6,26,NOUN,,0,0
",",6,27,PUNCT,,0,0
which,6,28,DET,,0,0
is,6,29,AUX,,0,0
equivalent,6,30,ADJ,,0,0
to,6,31,ADP,,0,0
a,6,32,DET,,0,0
conversion,6,33,NOUN,,0,0
price,6,34,NOUN,,0,0
of,6,35,ADP,,0,0
$,6,36,SYM,,0,0
17.50,6,37,NUM,,0,0
a,6,38,DET,,0,0
common,6,39,ADJ,,0,0
share,6,40,NOUN,,0,0
.,6,41,PUNCT,,0,0
In,7,0,ADP,,0,0
New,7,1,PROPN,,0,0
York,7,2,PROPN,,0,0
Stock,7,3,PROPN,,0,0
Exchange,7,4,PROPN,,0,0
trading,7,5,NOUN,,0,0
Friday,7,6,PROPN,,0,0
",",7,7,PUNCT,,0,0
Conseco,7,8,PROPN,,0,0
closed,7,9,NUM,e12,OCCURRENCE,EVENT
at,7,10,ADP,,0,0
$,7,11,SYM,,0,0
19.50,7,12,NUM,,0,0
",",7,13,PUNCT,,0,0
down,7,14,ADV,,0,0
25,7,15,NUM,,0,0
cents,7,16,NOUN,,0,0
.,7,17,PUNCT,,0,0
