token,sentence,idx,pos,event_id,label,simple_label
Integra,0,0,PROPN,,0,0
-,0,1,PUNCT,,0,0
A,0,2,PROPN,,0,0
Rights,1,0,PROPN,,0,0
Offering,1,1,PROPN,,0,0
ITGR,2,0,PROPN,,0,0
HWG,2,1,PROPN,,0,0
IRVING,2,3,PROPN,,0,0
",",2,4,PUNCT,,0,0
Texas,2,5,PROPN,,0,0
Integra,3,0,PROPN,,0,0
-,3,1,PUNCT,,0,0
A,3,2,PROPN,,0,0
Hotel,3,3,PROPN,,0,0
amp,3,4,NOUN,,0,0
Restaurant,4,0,PROPN,,0,0
Co.,4,1,PROPN,,0,0
said,4,2,NOUN,e1,REPORTING,EVENT
its,4,3,DET,,0,0
planned,4,4,ADJ,e2044,STATE,EVENT
rights,4,5,NOUN,,0,0
offering,4,6,PROPN,e1995,I_ACTION,EVENT
to,4,7,ADP,,0,0
raise,4,8,NOUN,e2,OCCURRENCE,EVENT
about,5,0,ADV,,0,0
$,5,1,SYM,,0,0
9,5,2,NUM,,0,0
million,5,3,NUM,,0,0
was,5,4,AUX,,0,0
declared,5,5,PROPN,e3,I_ACTION,EVENT
effective,5,6,ADJ,,0,0
and,5,7,CCONJ,,0,0
the,5,8,DET,,0,0
company,5,9,NOUN,,0,0
will,5,10,VERB,,0,0
begin,5,11,PROPN,e4,ASPECTUAL,EVENT
mailing,5,12,NOUN,e1996,OCCURRENCE,EVENT
materials,5,13,NOUN,,0,0
to,5,14,ADP,,0,0
shareholders,5,15,NOUN,,0,0
at,5,16,ADP,,0,0
the,5,17,DET,,0,0
end,5,18,NOUN,,0,0
of,5,19,ADP,,0,0
this,5,20,DET,,0,0
week,5,21,NOUN,,0,0
.,5,22,PUNCT,,0,0
Under,6,0,ADP,,0,0
the,6,1,DET,,0,0
offer,6,2,ADJ,e1997,I_ACTION,EVENT
",",6,3,PUNCT,,0,0
shareholders,6,4,NOUN,,0,0
will,6,5,VERB,,0,0
receive,6,6,VERB,e5,OCCURRENCE,EVENT
one,6,7,NUM,,0,0
right,6,8,NOUN,,0,0
for,6,9,ADP,,0,0
each,6,10,DET,,0,0
105,6,11,NUM,,0,0
common,6,12,ADJ,,0,0
shares,6,13,NOUN,,0,0
owned,6,14,DET,e6,STATE,EVENT
.,6,15,PUNCT,,0,0
Each,7,0,DET,,0,0
right,8,0,NOUN,e2000,I_STATE,EVENT
entitles,8,1,VERB,e7,I_STATE,EVENT
the,8,2,DET,,0,0
shareholder,8,3,NOUN,,0,0
to,8,4,ADP,,0,0
buy,8,5,VERB,e8,OCCURRENCE,EVENT
23.5,8,6,NUM,,0,0
common,8,7,ADJ,,0,0
shares,8,8,NOUN,,0,0
at,8,9,ADP,,0,0
30,8,10,NUM,,0,0
cents,8,11,NOUN,,0,0
a,8,12,DET,,0,0
share,8,13,NOUN,,0,0
.,8,14,PUNCT,,0,0
The,9,0,DET,,0,0
rights,9,1,PROPN,e2001,I_STATE,EVENT
",",9,2,PUNCT,,0,0
which,9,3,DET,,0,0
expire,9,4,NOUN,e10,OCCURRENCE,EVENT
Nov.,9,5,PROPN,,0,0
21,9,6,NUM,,0,0
",",9,7,PUNCT,,0,0
can,9,8,VERB,,0,0
be,9,9,AUX,,0,0
exercised,9,10,VERB,,0,0
for,9,11,ADP,,0,0
$,9,12,SYM,,0,0
100,9,13,NUM,,0,0
each,9,14,DET,,0,0
.,9,15,PUNCT,,0,0
Integra,10,0,PROPN,,0,0
",",10,1,PUNCT,,0,0
which,10,2,DET,,0,0
owns,10,3,VERB,,0,0
and,10,4,CCONJ,,0,0
operates,10,5,VERB,,0,0
hotels,10,6,NOUN,,0,0
",",10,7,PUNCT,,0,0
said,10,8,VERB,e1,REPORTING,EVENT
that,10,9,DET,,0,0
Hallwood,10,10,PROPN,,0,0
Group,10,11,PROPN,,0,0
Inc.,10,12,PROPN,,0,0
has,10,13,AUX,,0,0
agreed,10,14,NOUN,e16,I_ACTION,EVENT
to,10,15,PART,,0,0
exercise,10,16,VERB,e17,OCCURRENCE,EVENT
any,10,17,DET,,0,0
rights,10,18,NOUN,,0,0
that,10,19,DET,,0,0
are,10,20,AUX,,0,0
n't,10,21,PART,,0,0
exercised,10,22,NOUN,e18,OCCURRENCE,EVENT
by,10,23,ADP,,0,0
other,10,24,ADJ,,0,0
shareholders,10,25,NOUN,,0,0
.,10,26,PUNCT,,0,0
Hallwood,11,0,PROPN,,0,0
",",11,1,PUNCT,,0,0
a,11,2,DET,,0,0
Cleveland,11,3,PROPN,,0,0
merchant,11,4,NOUN,,0,0
bank,11,5,NOUN,,0,0
",",11,6,PUNCT,,0,0
owns,11,7,PROPN,e2002,STATE,EVENT
about,11,8,ADV,,0,0
11,11,9,NUM,,0,0
%,11,10,NOUN,,0,0
of,11,11,ADP,,0,0
Integra,11,12,PROPN,,0,0
.,11,13,PUNCT,,0,0
