token,sentence,idx,pos,event_id,label,simple_label
The,0,0,DET,,0,0
US,0,1,PROPN,,0,0
is,0,2,AUX,,0,0
bolstering,0,3,NOUN,e1,OCCURRENCE,EVENT
its,0,4,DET,,0,0
military,0,5,ADJ,,0,0
presence,0,6,NOUN,,0,0
in,0,7,ADP,,0,0
the,0,8,DET,,0,0
gulf,0,9,NOUN,,0,0
",",0,10,PUNCT,,0,0
as,0,11,SCONJ,,0,0
President,0,12,PROPN,,0,0
Clinton,0,13,PROPN,,0,0
discussed,0,14,NOUN,e2,I_ACTION,EVENT
the,0,15,DET,,0,0
Iraq,0,16,PROPN,,0,0
crisis,0,17,NOUN,e32,OCCURRENCE,EVENT
with,0,18,ADP,,0,0
the,0,19,DET,,0,0
one,0,20,NUM,,0,0
ally,0,21,NOUN,,0,0
who,0,22,PRON,,0,0
has,0,23,AUX,,0,0
backed,0,24,X,e3,I_ACTION,EVENT
his,0,25,DET,,0,0
threat,0,26,NOUN,e4,OCCURRENCE,EVENT
of,0,27,ADP,,0,0
force,0,28,NOUN,,0,0
",",0,29,PUNCT,,0,0
British,0,30,ADJ,,0,0
prime,0,31,ADJ,,0,0
minister,0,32,NOUN,,0,0
Tony,0,33,PROPN,,0,0
Blair,0,34,PROPN,,0,0
.,0,35,PUNCT,,0,0
The,1,0,DET,,0,0
World,1,1,PROPN,,0,0
's,1,2,PART,,0,0
Nancy,1,3,PROPN,,0,0
Marshall,1,4,PROPN,,0,0
reports,1,5,VERB,,0,0
on,1,6,ADP,,0,0
Mr.,1,7,PROPN,,0,0
Blair,1,8,PROPN,,0,0
's,1,9,PART,,0,0
current,1,10,ADJ,,0,0
visit,1,11,NOUN,,0,0
to,1,12,ADP,,0,0
Washington,1,13,PROPN,,0,0
and,1,14,CCONJ,,0,0
the,1,15,DET,,0,0
special,1,16,ADJ,,0,0
relationship,1,17,NOUN,,0,0
between,1,18,ADP,,0,0
the,1,19,DET,,0,0
two,1,20,NUM,,0,0
leaders,1,21,NOUN,,0,0
.,1,22,PUNCT,,0,0
President,2,0,PROPN,,0,0
Clinton,2,1,PROPN,,0,0
rolled,2,2,VERB,e6,OCCURRENCE,EVENT
out,2,3,ADP,,0,0
the,2,4,DET,,0,0
red,2,5,ADJ,,0,0
carpet,2,6,NOUN,,0,0
for,2,7,ADP,,0,0
prime,2,8,PROPN,,0,0
minister,2,9,PROPN,,0,0
Blair,2,10,PROPN,,0,0
",",2,11,PUNCT,,0,0
welcoming,2,12,VERB,e7,OCCURRENCE,EVENT
him,2,13,PRON,,0,0
not,2,14,PART,,0,0
only,2,15,ADV,,0,0
as,2,16,SCONJ,,0,0
a,2,17,DET,,0,0
close,2,18,ADJ,,0,0
ally,2,19,NOUN,,0,0
",",2,20,PUNCT,,0,0
but,2,21,CCONJ,,0,0
a,2,22,DET,,0,0
close,2,23,ADJ,,0,0
friend,2,24,NOUN,,0,0
.,2,25,PUNCT,,0,0
Posing,3,0,NOUN,e8,OCCURRENCE,EVENT
for,3,1,ADP,,0,0
photographers,3,2,NOUN,,0,0
with,3,3,ADP,,0,0
Clinton,3,4,PROPN,,0,0
",",3,5,PUNCT,,0,0
Blair,3,6,PROPN,,0,0
pledged,3,7,NOUN,e9,I_ACTION,EVENT
to,3,8,ADP,,0,0
stand,3,9,NOUN,e11,I_STATE,EVENT
united,3,10,PROPN,,0,0
with,3,11,ADP,,0,0
the,3,12,DET,,0,0
president,3,13,NOUN,,0,0
against,3,14,ADP,,0,0
Iraq,3,15,PROPN,,0,0
",",3,16,PUNCT,,0,0
warning,3,17,PUNCT,e13,I_ACTION,EVENT
Saddam,3,18,PROPN,,0,0
Hussein,3,19,PROPN,,0,0
that,3,20,SCONJ,,0,0
the,3,21,DET,,0,0
threat,3,22,NOUN,e14,OCCURRENCE,EVENT
of,3,23,ADP,,0,0
force,3,24,NOUN,,0,0
is,3,25,AUX,,0,0
real,3,26,NOUN,e33,STATE,EVENT
.,3,27,PUNCT,,0,0
The,4,0,DET,,0,0
British,4,1,ADJ,,0,0
aircraft,4,2,NOUN,,0,0
carrier,4,3,NOUN,,0,0
invincible,4,4,ADJ,,0,0
is,4,5,AUX,,0,0
now,4,6,ADV,,0,0
patrolling,4,7,NOUN,e34,OCCURRENCE,EVENT
the,4,8,DET,,0,0
Persian,4,9,PROPN,,0,0
Gulf,4,10,PROPN,,0,0
alongside,4,11,ADP,,0,0
three,4,12,NUM,,0,0
US,4,13,PROPN,,0,0
vessels,4,14,NOUN,,0,0
.,4,15,PUNCT,,0,0
Washington,5,0,PROPN,,0,0
and,5,1,CCONJ,,0,0
London,5,2,PROPN,,0,0
are,5,3,AUX,,0,0
virtually,5,4,ADV,,0,0
alone,5,5,NOUN,e37,STATE,EVENT
in,5,6,ADP,,0,0
warning,5,7,NOUN,e17,I_ACTION,EVENT
Iraq,5,8,PROPN,,0,0
of,5,9,ADP,,0,0
military,5,10,ADJ,,0,0
strikes,5,11,NOUN,e19,OCCURRENCE,EVENT
if,5,12,SCONJ,,0,0
it,5,13,PRON,,0,0
does,5,14,AUX,,0,0
n't,5,15,PART,,0,0
back,5,16,VERB,e21,OCCURRENCE,EVENT
down,5,17,ADP,,0,0
on,5,18,ADP,,0,0
the,5,19,DET,,0,0
weapons,5,20,NOUN,,0,0
inspection,5,21,NOUN,,0,0
issue,5,22,NOUN,,0,0
.,5,23,PUNCT,,0,0
President,6,0,PROPN,,0,0
Clinton,6,1,PROPN,,0,0
says,6,2,NOUN,e24,REPORTING,EVENT
he,6,3,PRON,,0,0
and,6,4,CCONJ,,0,0
Blair,6,5,PROPN,,0,0
will,6,6,VERB,,0,0
stand,6,7,VERB,e38,STATE,EVENT
together,6,8,ADV,,0,0
not,6,9,PART,,0,0
just,6,10,ADV,,0,0
on,6,11,ADP,,0,0
Iraq,6,12,PROPN,,0,0
but,6,13,CCONJ,,0,0
also,6,14,ADV,,0,0
on,6,15,ADP,,0,0
arresting,6,16,NOUN,e27,OCCURRENCE,EVENT
the,6,17,DET,,0,0
terrorists,6,18,NOUN,,0,0
suspected,6,19,NOUN,e28,I_STATE,EVENT
of,6,20,ADP,,0,0
blowing,6,21,NOUN,e29,OCCURRENCE,EVENT
up,6,22,ADP,,0,0
Pan,7,0,PROPN,,0,0
Am,7,1,PROPN,,0,0
flight,7,2,NOUN,,0,0
one,7,3,NUM,,0,0
oh,8,0,NUM,,0,0
three,8,1,NUM,,0,0
over,8,2,ADP,,0,0
Scotland,8,3,PROPN,,0,0
.,8,4,PUNCT,,0,0
For,9,0,ADP,,0,0
The,9,1,DET,,0,0
World,9,2,PROPN,,0,0
I,9,3,PRON,,0,0
'm,9,4,AUX,,0,0
Nancy,9,5,PROPN,,0,0
Marshall,9,6,PROPN,,0,0
in,9,7,ADP,,0,0
Washington,9,8,PROPN,,0,0
.,9,9,PUNCT,,0,0
