token,sentence,idx,pos,event_id,label,simple_label
International,0,0,PROPN,,0,0
Brief,0,1,PROPN,,0,0
--,0,2,PUNCT,,0,0
Erbamont,0,3,PROPN,,0,0
N.V.,0,4,PROPN,,0,0
:,0,5,PUNCT,,0,0
@,0,6,PUNCT,,0,0
Montedison,1,0,PROPN,,0,0
Agrees,1,1,VERB,,0,0
to,1,2,PART,,0,0
Buy,1,3,VERB,,0,0
@,1,4,PUNCT,,0,0
Rest,2,0,NOUN,,0,0
of,2,1,ADP,,0,0
Stock,2,2,PROPN,,0,0
for,2,3,ADP,,0,0
$,2,4,SYM,,0,0
37,2,5,NUM,,0,0
Each,2,6,DET,,0,0
WALL,3,0,PROPN,,0,0
STREET,3,1,PROPN,,0,0
JOURNAL,3,2,PROPN,,0,0
(,3,3,PUNCT,,0,0
J,3,4,PROPN,,0,0
),3,5,PUNCT,,0,0
MNT,3,7,PROPN,,0,0
ERB,3,8,PROPN,,0,0
TENDER,3,10,PROPN,,0,0
OFFERS,3,11,NOUN,,0,0
",",3,12,PUNCT,,0,0
MERGERS,3,13,NOUN,,0,0
",",3,14,PUNCT,,0,0
ACQUISITIONS,3,15,PROPN,,0,0
(,3,16,PUNCT,,0,0
TNM,3,17,PROPN,,0,0
),3,18,PUNCT,,0,0
Montedison,3,20,PROPN,,0,0
S.p,3,21,PROPN,,0,0
.,3,22,PUNCT,,0,0
A.,3,23,PROPN,,0,0
definitively,3,24,ADV,,0,0
agreed,3,25,VERB,e1,I_STATE,EVENT
to,3,26,PART,,0,0
buy,3,27,PROPN,e3,OCCURRENCE,EVENT
all,3,28,DET,,0,0
of,3,29,ADP,,0,0
the,3,30,DET,,0,0
publicly,3,31,ADV,,0,0
held,3,32,VERB,,0,0
shares,3,33,NOUN,,0,0
of,3,34,ADP,,0,0
Erbamont,3,35,PROPN,,0,0
N.V.,3,36,PROPN,,0,0
for,3,37,ADP,,0,0
$,3,38,SYM,,0,0
37,3,39,NUM,,0,0
each,3,40,DET,,0,0
.,3,41,PUNCT,,0,0
Montedison,4,0,PROPN,,0,0
now,4,1,ADV,,0,0
owns,4,2,PROPN,e4,STATE,EVENT
about,4,3,ADV,,0,0
72,4,4,NUM,,0,0
%,4,5,NOUN,,0,0
of,4,6,ADP,,0,0
Erbamont,4,7,PROPN,,0,0
's,4,8,PART,,0,0
shares,4,9,NOUN,,0,0
outstanding,4,10,ADJ,,0,0
.,4,11,PUNCT,,0,0
The,5,0,DET,,0,0
companies,5,1,NOUN,,0,0
said,5,2,VERB,e5,REPORTING,EVENT
the,5,3,DET,,0,0
accord,5,4,NOUN,e30,I_STATE,EVENT
was,5,5,AUX,,0,0
unanimously,5,6,ADV,,0,0
approved,5,7,NOUN,e6,I_ACTION,EVENT
by,5,8,ADP,,0,0
a,5,9,DET,,0,0
