token,sentence,idx,pos,event_id,label,simple_label
w1834,0,0,NOUN,,0,0
Cx1f,0,1,PROPN,,0,0
wstm-,0,2,PROPN,,0,0
r,0,3,NOUN,,0,0
i,1,0,PRON,,0,0
Cx13,1,1,PUNCT,,0,0
Cx11,2,0,PROPN,,0,0
BC,3,0,PROPN,,0,0
-,3,1,PUNCT,,0,0
NorthernIreland,3,2,PROPN,,0,0
1stLd,3,3,NUM,,0,0
-,4,0,PUNCT,,0,0
Writethru,4,1,NOUN,,0,0
BC,5,0,PROPN,,0,0
-,5,1,PUNCT,,0,0
Northern,5,2,PROPN,,0,0
Ireland,5,3,PROPN,,0,0
",",5,4,PUNCT,,0,0
1st,6,0,PROPN,,0,0
Ld,7,0,PROPN,,0,0
-,7,1,PUNCT,,0,0
Writethru,7,2,PROPN,,0,0
Police,8,0,NOUN,,0,0
find,8,1,VERB,,0,0
bomb,8,2,NOUN,,0,0
on,8,3,ADP,,0,0
eve,8,4,NOUN,,0,0
of,8,5,ADP,,0,0
Sinn,8,6,PROPN,,0,0
Fein,8,7,PROPN,,0,0
's,8,8,PART,,0,0
return,8,9,NOUN,,0,0
to,8,10,ADP,,0,0
peace,8,11,NOUN,,0,0
talks,8,12,NOUN,,0,0
UR,8,13,PROPN,,0,0
Eds,8,14,PROPN,,0,0
:,8,15,PUNCT,,0,0
NEW,8,16,ADJ,,0,0
throughout,8,17,ADP,,0,0
;,8,18,PUNCT,,0,0
RAISES,8,19,NOUN,,0,0
reference,8,20,NOUN,,0,0
to,8,21,PART,,0,0
bomb,8,22,NOUN,,0,0
;,8,23,PUNCT,,0,0
UPDATES,8,24,PROPN,,0,0
with,8,25,ADP,,0,0
protest,8,26,NOUN,,0,0
against,8,27,ADP,,0,0
Protestant,8,28,ADJ,,0,0
marches,8,29,NOUN,,0,0
",",8,30,PUNCT,,0,0
comment,8,31,NOUN,,0,0
from,8,32,ADP,,0,0
Sinn,8,33,PROPN,,0,0
Fein,8,34,PROPN,,0,0
leader,8,35,NOUN,,0,0
;,8,36,PUNCT,,0,0
trims,8,37,VERB,,0,0
pvs,8,38,NOUN,,0,0
QL,8,39,PROPN,,0,0
UR,8,40,PROPN,,0,0
By,9,0,ADP,,0,0
SHAWN,9,1,NOUN,,0,0
UR,10,0,PROPN,,0,0
Associated,10,1,PROPN,,0,0
Press,10,2,PROPN,,0,0
Writer,10,3,PROPN,,0,0
QC,10,4,PROPN,,0,0
BELFAST,11,0,PROPN,,0,0
",",11,1,PUNCT,,0,0
Northern,11,2,PROPN,,0,0
Ireland,11,3,PROPN,,0,0
_,12,0,PROPN,,0,0
Police,12,1,PROPN,,0,0
seized,12,2,VERB,e1,OCCURRENCE,EVENT
a,13,0,DET,,0,0
car,13,1,NOUN,,0,0
bomb,13,2,NOUN,,0,0
under,13,3,ADP,,0,0
