token,sentence,idx,pos,event_id,label,simple_label
Finally,0,0,ADV,,0,0
today,0,1,NOUN,,0,0
",",0,2,PUNCT,,0,0
we,0,3,PRON,,0,0
learned,0,4,VERB,e1,REPORTING,EVENT
that,0,5,SCONJ,,0,0
the,0,6,DET,,0,0
space,0,7,NOUN,,0,0
agency,0,8,NOUN,,0,0
has,0,9,AUX,,0,0
finally,0,10,ADV,,0,0
taken,0,11,NOUN,e2,OCCURRENCE,EVENT
a,0,12,DET,,0,0
giant,0,13,ADJ,,0,0
leap,0,14,NOUN,,0,0
forward,0,15,ADV,,0,0
.,0,16,PUNCT,,0,0
Air,1,0,PROPN,,0,0
Force,1,1,PROPN,,0,0
Lieutenant,1,2,PROPN,,0,0
Colonel,1,3,PROPN,,0,0
Eileen,1,4,PROPN,,0,0
Collins,1,5,PROPN,,0,0
will,1,6,VERB,,0,0
be,1,7,AUX,,0,0
named,1,8,PUNCT,e3,I_ACTION,EVENT
commander,1,9,NOUN,e37,STATE,EVENT
of,1,10,ADP,,0,0
the,1,11,DET,,0,0
Space,1,12,PROPN,,0,0
Shuttle,1,13,PROPN,,0,0
Columbia,1,14,PROPN,,0,0
for,1,15,ADP,,0,0
a,1,16,DET,,0,0
mission,1,17,NOUN,e38,OCCURRENCE,EVENT
in,1,18,ADP,,0,0
December,1,19,PROPN,,0,0
.,1,20,PUNCT,,0,0
Colonel,2,0,PROPN,,0,0
Collins,2,1,PROPN,,0,0
has,2,2,AUX,,0,0
been,2,3,AUX,,0,0
the,2,4,DET,,0,0
co-pilot,2,5,NOUN,e40,STATE,EVENT
before,2,6,ADV,,0,0
",",2,7,PUNCT,,0,0
but,2,8,CCONJ,,0,0
this,2,9,DET,,0,0
time,2,10,NOUN,,0,0
she,2,11,PRON,,0,0
's,2,12,AUX,,0,0
the,2,13,DET,,0,0
boss,2,14,NOUN,e41,STATE,EVENT
.,2,15,PUNCT,,0,0
Here,3,0,ADV,,0,0
's,3,1,AUX,,0,0
ABC,3,2,PROPN,,0,0
's,3,3,PART,,0,0
Ned,3,4,PROPN,,0,0
Potter,3,5,PROPN,,0,0
.,3,6,PUNCT,,0,0
Even,4,0,ADV,,0,0
two,4,1,NUM,,0,0
hundred,4,2,NUM,,0,0
miles,4,3,NOUN,,0,0
up,4,4,ADV,,0,0
in,4,5,ADP,,0,0
space,4,6,NOUN,,0,0
",",4,7,PUNCT,,0,0
there,4,8,PRON,,0,0
has,4,9,AUX,,0,0
been,4,10,AUX,,0,0
a,4,11,DET,,0,0
glass,4,12,NOUN,,0,0
ceiling,4,13,NOUN,,0,0
.,4,14,PUNCT,,0,0
It,5,0,PRON,,0,0
was,5,1,AUX,,0,0
n't,5,2,PART,,0,0
until,5,3,ADP,,0,0
twenty,5,4,NUM,,0,0
years,5,5,NOUN,,0,0
after,5,6,ADP,,0,0
the,5,7,DET,,0,0
first,5,8,ADJ,,0,0
astronauts,5,9,NOUN,,0,0
were,5,10,AUX,,0,0
chosen,5,11,NOUN,e6,OCCURRENCE,EVENT
that,5,12,SCONJ,,0,0
NASA,5,13,PROPN,,0,0
finally,5,14,ADV,,0,0
included,5,15,VERB,e7,OCCURRENCE,EVENT
six,5,16,NUM,,0,0
women,5,17,NOUN,,0,0
",",5,18,PUNCT,,0,0
and,5,19,CCONJ,,0,0
they,5,20,PRON,,0,0
were,5,21,AUX,,0,0
all,5,22,DET,,0,0
scientists,5,23,NOUN,,0,0
",",5,24,PUNCT,,0,0
not,5,25,PART,,0,0
pilots,5,26,NOUN,,0,0
.,5,27,PUNCT,,0,0
No,6,0,DET,,0,0
woman,6,1,NOUN,,0,0
has,6,2,AUX,,0,0
actually,6,3,ADV,,0,0
been,6,4,AUX,,0,0
in,6,5,DET,e254,STATE,EVENT
charge,6,6,NOUN,,0,0
of,6,7,ADP,,0,0
a,6,8,DET,,0,0
mission,6,9,NOUN,,0,0
until,6,10,ADP,,0,0
now,6,11,ADV,,0,0
.,6,12,PUNCT,,0,0
Just,7,0,ADV,,0,0
the,7,1,DET,,0,0
fact,7,2,NOUN,,0,0
that,7,3,SCONJ,,0,0
