token,sentence,idx,pos,event_id,label,simple_label
Business,0,0,PROPN,,0,0
Brief,0,1,PROPN,,0,0
--,0,2,PUNCT,,0,0
Philip,0,3,PROPN,,0,0
Morris,0,4,PROPN,,0,0
Cos,0,5,PROPN,,0,0
.,0,6,PROPN,,0,0
:,0,7,PUNCT,,0,0
@,0,8,PUNCT,,0,0
Defense,1,0,PROPN,,0,0
Measure,1,1,NOUN,,0,0
Is,1,2,AUX,,0,0
Adopted,1,3,VERB,,0,0
@,1,4,PUNCT,,0,0
By,2,0,ADP,,0,0
Foods,2,1,PROPN,,0,0
",",2,2,PUNCT,,0,0
Tobacco,2,3,PROPN,,0,0
Concern,2,4,PROPN,,0,0
Philip,3,0,PROPN,,0,0
Morris,3,1,PROPN,,0,0
Cos,3,2,PROPN,,0,0
.,3,3,PROPN,,0,0
",",3,4,PUNCT,,0,0
New,3,5,PROPN,,0,0
York,3,6,PROPN,,0,0
",",3,7,PUNCT,,0,0
adopted,3,8,VERB,e1,OCCURRENCE,EVENT
a,3,9,DET,,0,0
defense,3,10,NOUN,,0,0
measure,3,11,NOUN,,0,0
designed,3,12,PROPN,e3,OCCURRENCE,EVENT
to,3,13,PART,,0,0
make,3,14,VERB,e5,OCCURRENCE,EVENT
a,3,15,DET,,0,0
hostile,3,16,ADJ,,0,0
takeover,3,17,NOUN,e6,OCCURRENCE,EVENT
prohibitively,3,18,ADV,,0,0
expensive,3,19,ADJ,,0,0
.,3,20,PUNCT,,0,0
The,4,0,DET,,0,0
giant,4,1,ADJ,,0,0
foods,4,2,NOUN,,0,0
",",4,3,PUNCT,,0,0
tobacco,4,4,NOUN,,0,0
and,4,5,CCONJ,,0,0
brewing,4,6,NOUN,,0,0
company,4,7,NOUN,,0,0
said,4,8,PROPN,e7,REPORTING,EVENT
it,5,0,PRON,,0,0
will,5,1,VERB,,0,0
issue,5,2,VERB,e8,OCCURRENCE,EVENT
common,5,3,ADJ,,0,0
-,5,4,PUNCT,,0,0
share,5,5,NOUN,,0,0
purchase,5,6,NOUN,,0,0
rights,5,7,NOUN,,0,0
to,5,8,ADP,,0,0
shareholders,5,9,NOUN,,0,0
of,5,10,ADP,,0,0
record,5,11,PROPN,e9,OCCURRENCE,EVENT
Nov.,5,12,PROPN,,0,0
8,5,13,NUM,,0,0
.,5,14,PUNCT,,0,0
Under,6,0,ADP,,0,0
certain,6,1,ADJ,,0,0
circumstances,6,2,NOUN,,0,0
",",6,3,PUNCT,,0,0
the,6,4,DET,,0,0
rights,6,5,NOUN,,0,0
would,6,6,VERB,,0,0
entitle,6,7,VERB,e10,I_STATE,EVENT
Philip,6,8,PROPN,,0,0
Morris,6,9,PROPN,,0,0
holders,6,10,NOUN,,0,0
to,6,11,ADP,,0,0
buy,6,12,NUM,e13,OCCURRENCE,EVENT
shares,6,13,NOUN,,0,0
of,6,14,ADP,,0,0
either,6,15,CCONJ,,0,0
the,6,16,DET,,0,0
company,6,17,NOUN,,0,0
or,6,18,CCONJ,,0,0
its,6,19,DET,,0,0
acquirer,6,20,NOUN,,0,0
for,6,21,ADP,,0,0
half,6,22,ADJ,,0,0
price,6,23,NOUN,,0,0
.,6,24,PUNCT,,0,0
The,7,0,DET,,0,0
board,7,1,NOUN,,0,0
is,7,2,AUX,,0,0
n't,7,3,PART,,0,0
aware,7,4,NOUN,e27,STATE,EVENT
of,7,5,ADP,,0,0
any,7,6,DET,,0,0
attempts,7,7,NOUN,e15,I_ACTION,EVENT
to,7,8,PART,,0,0
take,7,9,NOUN,e17,OCCURRENCE,EVENT
over,7,10,ADP,,0,0
Philip,7,11,PROPN,,0,0
Morris,7,12,PROPN,,0,0
",",7,13,PUNCT,,0,0
the,7,14,DET,,0,0
company,7,15,NOUN,,0,0
said,7,16,NOUN,e18,REPORTING,EVENT
.,7,17,PUNCT,,0,0
As,8,0,SCONJ,,0,0
of,8,1,ADP,,0,0
Sept.,8,2,PROPN,,0,0
30,8,3,NUM,,0,0
",",8,4,PUNCT,,0,0
Philip,8,5,PROPN,,0,0
Morris,8,6,PROPN,,0,0
had,8,7,NUM,e28,STATE,EVENT
926,8,8,NUM,,0,0
million,8,9,NUM,,0,0
shares,8,10,NOUN,,0,0
outstanding,8,11,ADJ,,0,0
.,8,12,PUNCT,,0,0
In,9,0,ADP,,0,0
composite,9,1,ADJ,,0,0
trading,9,2,NOUN,,0,0
on,9,3,ADP,,0,0
the,9,4,DET,,0,0
New,9,5,PROPN,,0,0
York,9,6,PROPN,,0,0
Stock,9,7,PROPN,,0,0
Exchange,9,8,PROPN,,0,0
",",9,9,PUNCT,,0,0
Philip,9,10,PROPN,,0,0
Morris,9,11,PROPN,,0,0
shares,9,12,VERB,,0,0
closed,9,13,NUM,e20,OCCURRENCE,EVENT
yesterday,9,14,NOUN,,0,0
at,9,15,ADP,,0,0
$,9,16,SYM,,0,0
43.50,9,17,NUM,,0,0
each,9,18,DET,,0,0
",",9,19,PUNCT,,0,0
down,9,20,ADV,,0,0
$,9,21,SYM,,0,0
1,9,22,NUM,,0,0
.,9,23,PUNCT,,0,0
