token,sentence,idx,pos,event_id,label,simple_label
Service,0,0,PROPN,,0,0
Corp.,0,1,PROPN,,0,0
Earnings,0,2,PROPN,,0,0
10/27/89,0,4,NUM,,0,0
WALL,0,6,PROPN,,0,0
STREET,0,7,PROPN,,0,0
JOURNAL,0,8,PROPN,,0,0
(,0,9,PUNCT,,0,0
J,0,10,PROPN,,0,0
),0,11,PUNCT,,0,0
SRV,0,13,PROPN,,0,0
EARNINGS,0,15,PROPN,,0,0
(,0,16,PUNCT,,0,0
ERN,0,17,PROPN,,0,0
),0,18,PUNCT,,0,0
HOUSTON,0,20,PROPN,,0,0
Service,1,0,PROPN,,0,0
Corp.,1,1,PROPN,,0,0
International,1,2,PROPN,,0,0
said,1,3,VERB,e1,REPORTING,EVENT
it,2,0,PRON,,0,0
expects,2,1,NOUN,e2,I_STATE,EVENT
to,3,0,ADP,,0,0
report,3,1,PROPN,e4,REPORTING,EVENT
net,3,2,ADJ,,0,0
income,3,3,NOUN,e18,STATE,EVENT
of,3,4,ADP,,0,0
15,3,5,NUM,,0,0
cents,3,6,NOUN,,0,0
a,3,7,DET,,0,0
share,3,8,NOUN,,0,0
for,3,9,ADP,,0,0
the,3,10,DET,,0,0
third,3,11,ADJ,,0,0
quarter,3,12,NOUN,,0,0
.,3,13,PUNCT,,0,0
The,4,0,DET,,0,0
company,4,1,NOUN,,0,0
said,4,2,VERB,e5,REPORTING,EVENT
it,4,3,PRON,,0,0
expects,4,4,VERB,e6,I_STATE,EVENT
to,4,5,PART,,0,0
release,4,6,VERB,e8,OCCURRENCE,EVENT
third,4,7,ADJ,,0,0
-,4,8,PUNCT,,0,0
quarter,4,9,NOUN,,0,0
results,4,10,NOUN,,0,0
in,4,11,ADP,,0,0
mid,4,12,PROPN,,0,0
-,4,13,PROPN,,0,0
November,4,14,PROPN,,0,0
.,4,15,PUNCT,,0,0
The,5,0,DET,,0,0
funeral,5,1,NOUN,,0,0
home,5,2,NOUN,,0,0
and,5,3,CCONJ,,0,0
cemetery,5,4,NOUN,,0,0
operator,5,5,NOUN,,0,0
changed,5,6,NUM,e10,OCCURRENCE,EVENT
from,5,7,ADP,,0,0
a,5,8,DET,,0,0
fiscal,5,9,ADJ,,0,0
year,5,10,NOUN,,0,0
to,5,11,ADP,,0,0
a,5,12,DET,,0,0
calendar,5,13,NOUN,,0,0
year,5,14,NOUN,,0,0
in,5,15,ADP,,0,0
December,5,16,PROPN,,0,0
.,5,17,PUNCT,,0,0
In,6,0,ADP,,0,0
the,6,1,DET,,0,0
comparable,6,2,ADJ,,0,0
year,6,3,NOUN,,0,0
-,6,4,PUNCT,,0,0
ago,6,5,ADJ,,0,0
quarter,6,6,NOUN,,0,0
",",6,7,PUNCT,,0,0
the,6,8,DET,,0,0
second,6,9,ADJ,,0,0
quarter,6,10,NOUN,,0,0
ended,6,11,VERB,,0,0
Oct.,6,12,PROPN,,0,0
31,6,13,NUM,,0,0
",",6,14,PUNCT,,0,0
Service,6,15,PROPN,,0,0
Corp.,6,16,PROPN,,0,0
had,6,17,NOUN,e21,OCCURRENCE,EVENT
a,6,18,DET,,0,0
loss,6,19,NOUN,e13,OCCURRENCE,EVENT
of,6,20,ADP,,0,0
about,6,21,ADV,,0,0
$,6,22,SYM,,0,0
12.5,6,23,NUM,,0,0
million,6,24,NUM,,0,0
",",6,25,PUNCT,,0,0
or,6,26,CCONJ,,0,0
26,6,27,NUM,,0,0
cents,6,28,NOUN,,0,0
a,6,29,DET,,0,0
share,6,30,NOUN,,0,0
",",6,31,PUNCT,,0,0
on,6,32,ADP,,0,0
revenue,6,33,NOUN,,0,0
of,6,34,ADP,,0,0
$,6,35,SYM,,0,0
175.4,6,36,NUM,,0,0
million,6,37,NUM,,0,0
.,6,38,PUNCT,,0,0
Results,7,0,NOUN,,0,0
for,7,1,ADP,,0,0
that,7,2,DET,,0,0
quarter,7,3,NOUN,,0,0
included,7,4,VERB,,0,0
a,7,5,DET,,0,0
$,7,6,SYM,,0,0
30,7,7,NUM,,0,0
million,7,8,NUM,,0,0
",",7,9,PUNCT,,0,0
or,7,10,CCONJ,,0,0
40,7,11,NUM,,0,0
cents,7,12,NOUN,,0,0
a,7,13,DET,,0,0
share,7,14,NOUN,,0,0
",",7,15,PUNCT,,0,0
write-down,7,16,NOUN,e23,OCCURRENCE,EVENT
associated,7,17,VERB,,0,0
with,7,18,ADP,,0,0
the,7,19,DET,,0,0
consolidation,7,20,NOUN,,0,0
of,7,21,ADP,,0,0
a,7,22,DET,,0,0
facility,7,23,NOUN,,0,0
.,7,24,PUNCT,,0,0
