token,sentence,idx,pos,event_id,label,simple_label
Despite,0,0,SCONJ,,0,0
the,0,1,DET,,0,0
recent,0,2,ADJ,,0,0
possibility,0,3,NOUN,,0,0
of,0,4,ADP,,0,0
military,0,5,ADJ,,0,0
conflict,0,6,NOUN,e26,OCCURRENCE,EVENT
with,0,7,ADP,,0,0
Iraq,0,8,PROPN,,0,0
",",0,9,PUNCT,,0,0
oil,0,10,NOUN,,0,0
prices,0,11,NOUN,,0,0
have,0,12,AUX,,0,0
been,0,13,AUX,,0,0
falling,0,14,ADJ,e1,OCCURRENCE,EVENT
",",0,15,PUNCT,,0,0
that,1,0,DET,,0,0
's,1,1,AUX,,0,0
because,1,2,SCONJ,,0,0
of,1,3,ADP,,0,0
a,1,4,DET,,0,0
worldwide,1,5,ADJ,,0,0
glut,1,6,NOUN,e27,OCCURRENCE,EVENT
of,1,7,ADP,,0,0
oil,1,8,NOUN,,0,0
.,1,9,PUNCT,,0,0
Now,2,0,ADV,,0,0
with,2,1,ADP,,0,0
a,2,2,DET,,0,0
diplomatic,2,3,ADJ,,0,0
solution,2,4,NOUN,e28,OCCURRENCE,EVENT
to,2,5,ADP,,0,0
the,2,6,DET,,0,0
crisis,2,7,NOUN,e29,OCCURRENCE,EVENT
seemingly,2,8,ADV,,0,0
at,2,9,ADP,,0,0
hand,2,10,NOUN,e32,STATE,EVENT
",",2,11,PUNCT,,0,0
get,2,12,AUX,,0,0
set,2,13,NOUN,e34,I_ACTION,EVENT
for,2,14,ADP,,0,0
oil,2,15,NOUN,,0,0
prices,2,16,NOUN,,0,0
from,2,17,ADP,,0,0
the,2,18,DET,,0,0
Brent,2,19,PROPN,,0,0
north,2,20,PROPN,,0,0
sea,2,21,NOUN,,0,0
variety,2,22,NOUN,,0,0
to,2,23,ADP,,0,0
light,2,24,ADJ,,0,0
swede,2,25,NOUN,,0,0
crude,2,26,ADJ,,0,0
to,2,27,ADP,,0,0
fall,2,28,NOUN,e33,OCCURRENCE,EVENT
further,2,29,ADV,,0,0
.,2,30,PUNCT,,0,0
Oil,3,0,NOUN,,0,0
prices,3,1,NOUN,,0,0
have,3,2,AUX,,0,0
come,3,3,NOUN,e37,OCCURRENCE,EVENT
down,3,4,ADP,,0,0
from,3,5,ADP,,0,0
the,3,6,DET,,0,0
middle,3,7,NOUN,,0,0
of,3,8,ADP,,0,0
October,3,9,PROPN,,0,0
from,3,10,ADP,,0,0
a,3,11,DET,,0,0
twenty,3,12,NUM,,0,0
-,3,13,PUNCT,,0,0
two,3,14,NUM,,0,0
dollar,3,15,NOUN,,0,0
barrel,3,16,NOUN,,0,0
level,3,17,NOUN,e9,OCCURRENCE,EVENT
down,3,18,ADP,,0,0
to,3,19,ADP,,0,0
the,3,20,DET,,0,0
fourteen,3,21,NUM,,0,0
dollars,3,22,NOUN,,0,0
we,3,23,PRON,,0,0
're,3,24,AUX,,0,0
seeing,3,25,NUM,e10,PERCEPTION,EVENT
today,3,26,NOUN,,0,0
.,3,27,PUNCT,,0,0
that,4,0,DET,,0,0
's,4,1,AUX,,0,0
built,4,2,NOUN,e11,OCCURRENCE,EVENT
