token,sentence,idx,pos,event_id,label,simple_label
Marketing,0,0,PROPN,,0,0
Brief,0,1,NOUN,,0,0
--,0,2,PUNCT,,0,0
Sony,0,3,PROPN,,0,0
Corp.,0,4,PROPN,,0,0
:,0,5,PUNCT,,0,0
@,0,6,PUNCT,,0,0
Japanese,1,0,ADJ,,0,0
Concern,1,1,PROPN,,0,0
Completes,1,2,PROPN,,0,0
@,1,3,PUNCT,,0,0
Offer,2,0,PROPN,,0,0
for,2,1,ADP,,0,0
Columbia,2,2,PROPN,,0,0
Pictures,2,3,PROPN,,0,0
Sony,3,0,PROPN,,0,0
Corp.,3,1,PROPN,,0,0
completed,3,2,VERB,e1,ASPECTUAL,EVENT
its,4,0,DET,,0,0
tender,4,1,NOUN,,0,0
offer,4,2,NOUN,e2,OCCURRENCE,EVENT
for,4,3,ADP,,0,0
Columbia,4,4,PROPN,,0,0
Pictures,4,5,PROPN,,0,0
Entertainment,4,6,PROPN,,0,0
Inc.,4,7,PROPN,,0,0
",",4,8,PUNCT,,0,0
with,4,9,ADP,,0,0
Columbia,4,10,PROPN,,0,0
shareholders,4,11,NOUN,,0,0
tendering,4,12,PROPN,e3,OCCURRENCE,EVENT
99.3,4,13,NUM,,0,0
%,4,14,NOUN,,0,0
of,4,15,ADP,,0,0
all,4,16,DET,,0,0
common,4,17,ADJ,,0,0
shares,4,18,NOUN,,0,0
outstanding,4,19,ADJ,,0,0
by,4,20,ADP,,0,0
the,4,21,DET,,0,0
Tuesday,4,22,PROPN,,0,0
deadline,4,23,NOUN,,0,0
.,4,24,PUNCT,,0,0
Sony,5,0,PROPN,,0,0
Columbia,5,1,PROPN,,0,0
Acquisition,5,2,PROPN,,0,0
Corp.,5,3,PROPN,,0,0
",",5,4,PUNCT,,0,0
formed,5,5,PROPN,e4,OCCURRENCE,EVENT
for,5,6,ADP,,0,0
the,5,7,DET,,0,0
Columbia,5,8,PROPN,,0,0
deal,5,9,NOUN,,0,0
",",5,10,PUNCT,,0,0
will,5,11,VERB,,0,0
formally,5,12,ADV,,0,0
take,5,13,VERB,e5,I_ACTION,EVENT
ownership,5,14,DET,e6,STATE,EVENT
of,5,15,ADP,,0,0
the,5,16,DET,,0,0
movie,5,17,NOUN,,0,0
studio,5,18,NOUN,,0,0
later,5,19,ADV,,0,0
this,5,20,DET,,0,0
month,5,21,NOUN,,0,0
",",5,22,PUNCT,,0,0
a,5,23,DET,,0,0
spokesman,5,24,NOUN,,0,0
said,5,25,NOUN,e7,REPORTING,EVENT
.,5,26,PUNCT,,0,0
Sony,6,0,PROPN,,0,0
is,6,1,AUX,,0,0
paying,6,2,VERB,e8,OCCURRENCE,EVENT
$,6,3,SYM,,0,0
27,6,4,NUM,,0,0
a,6,5,DET,,0,0
share,6,6,NOUN,,0,0
",",6,7,PUNCT,,0,0
or,6,8,CCONJ,,0,0
$,6,9,SYM,,0,0
3.55,6,10,NUM,,0,0
billion,6,11,NUM,,0,0
",",6,12,PUNCT,,0,0
cash,6,13,NOUN,,0,0
and,6,14,CCONJ,,0,0
is,6,15,AUX,,0,0
assuming,6,16,NUM,e10,OCCURRENCE,EVENT
$,6,17,SYM,,0,0
1.4,6,18,NUM,,0,0
billion,6,19,NUM,,0,0
of,6,20,ADP,,0,0
long,6,21,ADJ,,0,0
-,6,22,PUNCT,,0,0
term,6,23,NOUN,,0,0
debt,6,24,NOUN,,0,0
.,6,25,PUNCT,,0,0
Still,7,0,ADV,,0,0
unresolved,7,1,NOUN,e35,STATE,EVENT
is,7,2,AUX,,0,0
Sony,7,3,PROPN,,0,0
's,7,4,PART,,0,0
effort,7,5,NOUN,e11,I_ACTION,EVENT
to,7,6,ADP,,0,0
hire,7,7,NOUN,e13,I_ACTION,EVENT
producers,7,8,NOUN,,0,0
Jon,7,9,PROPN,,0,0
Peters,7,10,PROPN,,0,0
and,7,11,CCONJ,,0,0
Peter,7,12,PROPN,,0,0
Guber,7,13,PROPN,,0,0
to,7,14,PART,,0,0
run,7,15,VERB,e15,STATE,EVENT
the,7,16,DET,,0,0
studio,7,17,NOUN,,0,0
.,7,18,PUNCT,,0,0
Sony,8,0,PROPN,,0,0
's,8,1,PART,,0,0
planned,8,2,NOUN,e36,I_ACTION,EVENT
acquisition,8,3,NOUN,e16,OCCURRENCE,EVENT
of,8,4,ADP,,0,0
Guber,8,5,PROPN,,0,0
/,8,6,SYM,,0,0
Peters,8,7,PROPN,,0,0
Entertainment,8,8,PROPN,,0,0
Co.,8,9,PROPN,,0,0
for,8,10,ADP,,0,0
$,8,11,SYM,,0,0
200,8,12,NUM,,0,0
million,8,13,NUM,,0,0
is,8,14,AUX,,0,0
scheduled,8,15,NOUN,e17,I_STATE,EVENT
to,8,16,ADP,,0,0
close,8,17,NOUN,e19,OCCURRENCE,EVENT
Monday,8,18,PROPN,,0,0
.,8,19,PUNCT,,0,0
Guber,9,0,PROPN,,0,0
/,9,1,SYM,,0,0
Peters,9,2,PROPN,,0,0
has,9,3,AUX,,0,0
been,9,4,AUX,,0,0
locked,9,5,NUM,e20,STATE,EVENT
in,9,6,ADP,,0,0
litigation,9,7,NOUN,e21,I_ACTION,EVENT
with,9,8,ADP,,0,0
Warner,9,9,PROPN,,0,0
Communications,9,10,PROPN,,0,0
Inc.,9,11,PROPN,,0,0
in,9,12,ADP,,0,0
an,9,13,DET,,0,0
attempt,9,14,NOUN,e22,I_ACTION,EVENT
to,9,15,ADP,,0,0
get,9,16,NOUN,e25,OCCURRENCE,EVENT
out,9,17,SCONJ,,0,0
of,9,18,ADP,,0,0
an,9,19,DET,,0,0
exclusive,9,20,ADJ,,0,0
production,9,21,NOUN,,0,0
contract,9,22,NOUN,,0,0
with,9,23,ADP,,0,0
Warner,9,24,PROPN,,0,0
.,9,25,PUNCT,,0,0
Both,10,0,DET,,0,0
sides,10,1,NOUN,,0,0
are,10,2,AUX,,0,0
in,10,3,ADP,,0,0
talks,10,4,PROPN,e27,I_ACTION,EVENT
to,10,5,PART,,0,0
settle,10,6,NUM,e30,ASPECTUAL,EVENT
the,10,7,DET,,0,0
dispute,10,8,NOUN,e31,OCCURRENCE,EVENT
.,10,9,PUNCT,,0,0
