token,sentence,idx,pos,event_id,label,simple_label
Chip,0,0,NOUN,,0,0
by,0,1,ADP,,0,0
Intel,0,2,PROPN,,0,0
@,0,3,PUNCT,,0,0
Contains,1,0,PROPN,,0,0
Flaw,1,1,PROPN,,0,0
@,1,2,PUNCT,,0,0
In,2,0,ADP,,0,0
Calculating,2,1,NOUN,,0,0
@,2,2,X,,0,0
---,2,3,PUNCT,,0,0
@,2,4,PUNCT,,0,0
`,3,0,PUNCT,,0,0
Bugs,3,1,NOUN,,0,0
',3,2,PUNCT,,0,0
Could,3,3,VERB,,0,0
Stall,3,4,PROPN,,0,0
Makers,3,5,PROPN,,0,0
@,3,6,PUNCT,,0,0
Of,4,0,ADP,,0,0
Certain,4,1,ADJ,,0,0
Computers,4,2,NOUN,,0,0
;,4,3,PUNCT,,0,0
@,4,4,PUNCT,,0,0
Most,5,0,ADJ,,0,0
Users,5,1,NOUN,,0,0
Unaffected,5,2,ADJ,,0,0
@,5,3,PUNCT,,0,0
----,5,4,PUNCT,,0,0
@,5,5,PUNCT,,0,0
By,6,0,ADP,,0,0
Stephen,6,1,PROPN,,0,0
Kreider,6,2,PROPN,,0,0
Yoder,6,3,PROPN,,0,0
@,6,4,PUNCT,,0,0
Staff,7,0,PROPN,,0,0
Reporter,7,1,NOUN,,0,0
of,7,2,ADP,,0,0
The,7,3,DET,,0,0
Wall,7,4,PROPN,,0,0
Street,7,5,PROPN,,0,0
Journal,7,6,PROPN,,0,0
10/27/89,7,8,PROPN,,0,0
Intel,8,0,PROPN,,0,0
Corp.,8,1,PROPN,,0,0
's,8,2,PART,,0,0
most,8,3,ADV,,0,0
powerful,8,4,ADJ,,0,0
computer,8,5,NOUN,,0,0
chip,8,6,NOUN,,0,0
has,8,7,NOUN,e1,STATE,EVENT
flaws,8,8,NOUN,,0,0
that,8,9,DET,,0,0
could,8,10,VERB,,0,0
delay,8,11,VERB,e2,I_ACTION,EVENT
several,8,12,ADJ,,0,0
computer,8,13,NOUN,,0,0
makers,8,14,NOUN,,0,0
',8,15,PART,,0,0
marketing,8,16,NOUN,,0,0
efforts,8,17,NOUN,e4,OCCURRENCE,EVENT
",",8,18,PUNCT,,0,0
but,8,19,CCONJ,,0,0
the,8,20,DET,,0,0
"""",8,21,PUNCT,,0,0
bugs,8,22,NOUN,,0,0
"""",8,23,PUNCT,,0,0
are,8,24,AUX,,0,0
n't,8,25,PART,,0,0
expected,8,26,NOUN,e5,I_STATE,EVENT
to,8,27,PART,,0,0
hurt,8,28,VERB,e8,OCCURRENCE,EVENT
Intel,8,29,PROPN,,0,0
and,8,30,CCONJ,,0,0
most,8,31,ADJ,,0,0
computer,8,32,NOUN,,0,0
makers,8,33,NOUN,,0,0
.,8,34,PUNCT,,0,0
Computer,9,0,NOUN,,0,0
experts,9,1,NOUN,,0,0
familiar,9,2,ADJ,,0,0
with,9,3,ADP,,0,0
the,9,4,DET,,0,0
flaws,9,5,NOUN,,0,0
",",9,6,PUNCT,,0,0
found,9,7,VERB,,0,0
in,9,8,ADP,,0,0
Intel,9,9,PROPN,,0,0
's,9,10,PART,,0,0
80486,9,11,NUM,,0,0
chip,9,12,NOUN,,0,0
",",9,13,PUNCT,,0,0
say,9,14,NOUN,e10,REPORTING,EVENT
the,9,15,DET,,0,0
defects,9,16,NOUN,,0,0
do,9,17,AUX,,0,0
n't,9,18,PART,,0,0
affect,9,19,VERB,e11,STATE,EVENT
the,9,20,DET,,0,0
average,9,21,ADJ,,0,0
user,9,22,NOUN,,0,0
and,9,23,CCONJ,,0,0
are,9,24,AUX,,0,0
likely,9,25,ADJ,,0,0
to,9,26,PART,,0,0
be,9,27,AUX,,0,0
cleared,9,28,NOUN,e14,OCCURRENCE,EVENT
up,9,29,ADP,,0,0
before,9,30,ADP,,0,0
most,9,31,ADJ,,0,0
computers,9,32,NOUN,,0,0
using,9,33,VERB,,0,0
the,9,34,DET,,0,0
chip,9,35,NOUN,,0,0
as,9,36,SCONJ,,0,0
their,9,37,DET,,0,0
"""",9,38,PUNCT,,0,0
brains,9,39,NOUN,,0,0
"""",9,40,PUNCT,,0,0
appear,9,41,NOUN,e16,OCCURRENCE,EVENT
on,9,42,ADP,,0,0
the,9,43,DET,,0,0
market,9,44,NOUN,,0,0
sometime,9,45,ADV,,0,0
next,9,46,ADJ,,0,0
year,9,47,NOUN,,0,0
.,9,48,PUNCT,,0,0
Intel,10,0,PROPN,,0,0
said,10,1,NOUN,e19,REPORTING,EVENT
that,10,2,DET,,0,0
last,10,3,ADJ,,0,0
week,10,4,NOUN,,0,0
a,10,5,DET,,0,0
customer,10,6,NOUN,,0,0
discovered,10,7,NOUN,e20,OCCURRENCE,EVENT
two,10,8,NUM,,0,0
flaws,10,9,NUM,e373,STATE,EVENT
in,10,10,ADP,,0,0
its,10,11,DET,,0,0
80486,10,12,NUM,,0,0
microprocessor,10,13,NOUN,,0,0
