token,sentence,idx,pos,event_id,label,simple_label
Business,0,0,PROPN,,0,0
Brief,0,1,PROPN,,0,0
--,0,2,PUNCT,,0,0
Esselte,0,3,PROPN,,0,0
AB,0,4,PROPN,,0,0
:,0,5,PUNCT,,0,0
@,0,6,PUNCT,,0,0
Bid,1,0,PROPN,,0,0
to,1,1,PART,,0,0
Buy,1,2,VERB,,0,0
Remaining,1,3,VERB,,0,0
22,1,4,NUM,,0,0
%,1,5,NOUN,,0,0
@,1,6,ADP,,0,0
Of,2,0,ADP,,0,0
Unit,2,1,NOUN,,0,0
Is,3,0,AUX,,0,0
Made,3,1,VERB,,0,0
by,3,2,ADP,,0,0
Firm,3,3,ADJ,,0,0
10/26/89,3,5,NUM,,0,0
Esselte,4,0,PROPN,,0,0
AB,4,1,PROPN,,0,0
",",4,2,PUNCT,,0,0
the,4,3,DET,,0,0
Stockholm,4,4,PROPN,,0,0
office,4,5,NOUN,,0,0
supplies,4,6,VERB,,0,0
company,4,7,NOUN,,0,0
",",4,8,PUNCT,,0,0
as,4,9,SCONJ,,0,0
expected,4,10,NOUN,e31,I_STATE,EVENT
",",4,11,PUNCT,,0,0
proposed,4,12,NOUN,e1,I_ACTION,EVENT
to,4,13,PART,,0,0
acquire,4,14,PROPN,e3,OCCURRENCE,EVENT
the,4,15,DET,,0,0
22,4,16,NUM,,0,0
%,4,17,NOUN,,0,0
it,5,0,PRON,,0,0
e4n't,5,1,ADP,,0,0
own,5,2,NOUN,e52,STATE,EVENT
of,5,3,ADP,,0,0
its,5,4,DET,,0,0
U.S.,5,5,PROPN,,0,0
unit,5,6,NOUN,,0,0
",",5,7,PUNCT,,0,0
Esselte,6,0,PROPN,,0,0
Business,6,1,PROPN,,0,0
Systems,6,2,PROPN,,0,0
Inc.,6,3,PROPN,,0,0
The,6,5,DET,,0,0
price,6,6,NOUN,,0,0
in,6,7,ADP,,0,0
the,6,8,DET,,0,0
proposal,6,9,NOUN,e6,OCCURRENCE,EVENT
is,6,10,AUX,,0,0
$,6,11,SYM,,0,0
43.50,6,12,NUM,,0,0
for,6,13,ADP,,0,0
each,6,14,DET,,0,0
of,6,15,ADP,,0,0
the,6,16,DET,,0,0
4.9,6,17,NUM,,0,0
million,6,18,NUM,,0,0
shares,6,19,NOUN,,0,0
the,7,0,DET,,0,0
parent,7,1,NOUN,,0,0
does,7,2,AUX,,0,0
n't,7,3,PART,,0,0
own,7,4,VERB,e70,STATE,EVENT
",",7,5,PUNCT,,0,0
or,7,6,CCONJ,,0,0
$,7,7,SYM,,0,0
213.2,7,8,NUM,,0,0
million,7,9,NUM,,0,0
.,7,10,PUNCT,,0,0
In,8,0,ADP,,0,0
New,8,1,PROPN,,0,0
York,8,2,PROPN,,0,0
Stock,8,3,PROPN,,0,0
Exchange,8,4,PROPN,,0,0
composite,8,5,ADJ,,0,0
trading,8,6,NOUN,e73,OCCURRENCE,EVENT
",",8,7,PUNCT,,0,0
Esselte,8,8,PROPN,,0,0
closed,8,9,NOUN,e9,OCCURRENCE,EVENT
yesterday,8,10,NOUN,,0,0
at,8,11,ADP,,0,0
$,8,12,SYM,,0,0
43.50,8,13,NUM,,0,0
a,8,14,DET,,0,0
share,8,15,NOUN,,0,0
",",8,16,PUNCT,,0,0
up,8,17,ADV,,0,0
$,8,18,SYM,,0,0
1,8,19,NUM,,0,0
.,8,20,PUNCT,,0,0
A,9,0,DET,,0,0
committee,9,1,NOUN,,0,0
of,9,2,ADP,,0,0
outside,9,3,ADJ,,0,0
directors,9,4,NOUN,,0,0
for,9,5,ADP,,0,0
the,9,6,DET,,0,0
Garden,9,7,PROPN,,0,0
City,9,8,PROPN,,0,0
",",9,9,PUNCT,,0,0
N.Y.,9,10,PROPN,,0,0
",",9,11,PUNCT,,0,0
unit,9,12,NOUN,,0,0
is,9,13,AUX,,0,0
evaluating,9,14,NUM,e10,OCCURRENCE,EVENT
the,9,15,DET,,0,0
proposal,9,16,NOUN,e11,OCCURRENCE,EVENT
;,9,17,PUNCT,,0,0
the,9,18,DET,,0,0
parent,9,19,NOUN,,0,0
asked,9,20,ADP,e12,I_ACTION,EVENT
it,9,21,PRON,,0,0
to,9,22,ADP,,0,0
respond,9,23,NOUN,e14,OCCURRENCE,EVENT
by,9,24,ADP,,0,0
Oct.,9,25,PROPN,,0,0
31,9,26,NUM,,0,0
.,9,27,PUNCT,,0,0
The,10,0,DET,,0,0
unit,10,1,NOUN,,0,0
said,10,2,NOUN,e15,REPORTING,EVENT
it,10,3,PRON,,0,0
can,10,4,VERB,,0,0
provide,10,5,PRON,e16,OCCURRENCE,EVENT
no,10,6,DET,,0,0
assurance,10,7,NOUN,e18,STATE,EVENT
a,10,8,DET,,0,0
transaction,10,9,NOUN,e19,OCCURRENCE,EVENT
will,10,10,NOUN,,0,0
occur,10,11,NUM,e20,OCCURRENCE,EVENT
.,10,12,PUNCT,,0,0
Esselte,11,0,PROPN,,0,0
AB,11,1,PROPN,,0,0
sold,11,2,NOUN,e21,OCCURRENCE,EVENT
the,11,3,DET,,0,0
minority,11,4,NOUN,,0,0
stake,11,5,NOUN,,0,0
five,11,6,NUM,,0,0
years,11,7,NOUN,,0,0
ago,11,8,ADV,,0,0
in,11,9,ADP,,0,0
a,11,10,DET,,0,0
$,11,11,SYM,,0,0
40,11,12,NUM,,0,0
million,11,13,NUM,,0,0
international,11,14,ADJ,,0,0
share,11,15,NOUN,,0,0
offering,11,16,NOUN,e143,OCCURRENCE,EVENT
.,11,17,PUNCT,,0,0
The,12,0,DET,,0,0
unit,12,1,NOUN,,0,0
",",12,2,PUNCT,,0,0
which,12,3,DET,,0,0
is,12,4,AUX,,0,0
the,12,5,DET,,0,0
holding,12,6,VERB,,0,0
company,12,7,NOUN,,0,0
for,12,8,ADP,,0,0
Esselte,12,9,PROPN,,0,0
's,12,10,PART,,0,0
non,12,11,ADJ,,0,0
-,12,12,ADJ,,0,0
Swedish,12,13,ADJ,,0,0
units,12,14,NOUN,,0,0
",",12,15,PUNCT,,0,0
accounted,12,16,NOUN,e23,OCCURRENCE,EVENT
for,12,17,ADP,,0,0
58,12,18,NUM,,0,0
%,12,19,NOUN,,0,0
of,12,20,ADP,,0,0
sales,12,21,NOUN,,0,0
and,12,22,CCONJ,,0,0
71,12,23,NUM,,0,0
%,12,24,NOUN,,0,0
of,12,25,ADP,,0,0
operating,12,26,NOUN,,0,0
profit,12,27,NOUN,,0,0
last,12,28,ADJ,,0,0
year,12,29,NOUN,,0,0
.,12,30,PUNCT,,0,0
Separately,13,0,ADV,,0,0
",",13,1,PUNCT,,0,0
Esselte,13,2,PROPN,,0,0
Business,13,3,PROPN,,0,0
Systems,13,4,PROPN,,0,0
reported,13,5,NOUN,e24,REPORTING,EVENT
third,13,6,ADJ,,0,0
-,13,7,PUNCT,,0,0
quarter,13,8,NOUN,,0,0
net,13,9,ADJ,,0,0
income,13,10,NOUN,,0,0
fell,13,11,NUM,e25,OCCURRENCE,EVENT
5.9,13,12,NUM,,0,0
%,13,13,NOUN,,0,0
to,13,14,ADP,,0,0
$,13,15,SYM,,0,0
