token,sentence,idx,pos,event_id,label,simple_label
Pacific,0,0,PROPN,,0,0
First,0,1,PROPN,,0,0
Financial,0,2,PROPN,,0,0
Corp.,0,3,PROPN,,0,0
Pacific,1,0,PROPN,,0,0
First,1,1,PROPN,,0,0
Financial,1,2,PROPN,,0,0
Corp.,1,3,PROPN,,0,0
said,1,4,NOUN,e1,REPORTING,EVENT
shareholders,1,5,NOUN,,0,0
approved,1,6,ADP,e2,OCCURRENCE,EVENT
its,1,7,DET,,0,0
acquisition,1,8,NOUN,e8,OCCURRENCE,EVENT
by,1,9,ADP,,0,0
Royal,1,10,PROPN,,0,0
Trustco,1,11,PROPN,,0,0
Ltd.,1,12,PROPN,,0,0
of,1,13,ADP,,0,0
Toronto,1,14,PROPN,,0,0
for,1,15,ADP,,0,0
$,1,16,SYM,,0,0
27,1,17,NUM,,0,0
a,1,18,DET,,0,0
share,1,19,NOUN,,0,0
",",1,20,PUNCT,,0,0
or,1,21,CCONJ,,0,0
$,1,22,SYM,,0,0
212,1,23,NUM,,0,0
million,1,24,NUM,,0,0
.,1,25,PUNCT,,0,0
The,2,0,DET,,0,0
thrift,2,1,NOUN,,0,0
holding,2,2,VERB,,0,0
company,2,3,NOUN,,0,0
said,2,4,PROPN,e4,REPORTING,EVENT
it,2,5,PRON,,0,0
expects,3,0,VERB,e5,I_STATE,EVENT
to,3,1,ADP,,0,0
obtain,3,2,VERB,e6,OCCURRENCE,EVENT
regulatory,3,3,ADJ,,0,0
approval,3,4,NOUN,e19,OCCURRENCE,EVENT
and,3,5,CCONJ,,0,0
complete,3,6,PROPN,e7,ASPECTUAL,EVENT
the,4,0,DET,,0,0
transaction,4,1,NOUN,e20,OCCURRENCE,EVENT
by,4,2,ADP,,0,0
year,4,3,NOUN,,0,0
-,4,4,PUNCT,,0,0
end,4,5,NOUN,,0,0
.,4,6,PUNCT,,0,0
