token,sentence,idx,pos,event_id,label,simple_label
w1416,0,0,PROPN,,0,0
Cx1f,1,0,PROPN,,0,0
wstm-,1,1,X,,0,0
r,1,2,NOUN,,0,0
i,2,0,PRON,,0,0
Cx13,2,1,PUNCT,,0,0
Cx11,3,0,PROPN,,0,0
BC,4,0,PROPN,,0,0
-,4,1,PUNCT,,0,0
Hungary,4,2,PROPN,,0,0
-,5,0,PUNCT,,0,0
Astronaut,5,1,PROPN,,0,0
04,5,3,NUM,,0,0
-,5,4,SYM,,0,0
18,5,5,NUM,,0,0
0248,5,6,NUM,,0,0
BC,6,0,PROPN,,0,0
-,6,1,PUNCT,,0,0
Hungary,6,2,PROPN,,0,0
-,6,3,PUNCT,,0,0
Astronaut,6,4,PROPN,,0,0
First,7,0,ADV,,0,0
and,7,1,CCONJ,,0,0
only,7,2,ADV,,0,0
Hungarian,7,3,ADJ,,0,0
astronaut,7,4,NOUN,,0,0
moving,7,5,VERB,,0,0
to,7,6,ADP,,0,0
the,7,7,DET,,0,0
United,7,8,PROPN,,0,0
States,7,9,PROPN,,0,0
BUDAPEST,7,11,PROPN,,0,0
",",7,12,PUNCT,,0,0
Hungary,7,13,PROPN,,0,0
(,7,14,PUNCT,,0,0
AP,7,15,PROPN,,0,0
),7,16,PUNCT,,0,0
_,8,0,PROPN,,0,0
Tired,8,1,PROPN,,0,0
of,8,2,ADP,,0,0
being,8,3,AUX,,0,0
sidelined,8,4,VERB,,0,0
",",9,0,PUNCT,,0,0
Hungarian,9,1,ADJ,,0,0
astronaut,9,2,NOUN,,0,0
Bertalan,9,3,PROPN,,0,0
Farkas,9,4,PROPN,,0,0
is,9,5,AUX,,0,0
leaving,9,6,NOUN,e2,OCCURRENCE,EVENT
for,9,7,ADP,,0,0
the,9,8,DET,,0,0
United,9,9,PROPN,,0,0
States,9,10,PROPN,,0,0
to,9,11,PART,,0,0
start,9,12,VERB,e3,OCCURRENCE,EVENT
a,9,13,DET,,0,0
new,9,14,ADJ,,0,0
career,9,15,NOUN,,0,0
",",10,0,PUNCT,,0,0
he,10,1,PRON,,0,0
said,10,2,PROPN,e4,REPORTING,EVENT
Saturday,10,3,PROPN,,0,0
.,10,4,PUNCT,,0,0
`,11,0,PUNCT,,0,0
`,11,1,PUNCT,,0,0
Being,11,2,AUX,,0,0
48,11,3,NUM,,0,0
is,11,4,AUX,,0,0
too,11,5,ADV,,0,0
early,11,6,ADJ,,0,0
to,11,7,PART,,0,0
be,11,8,AUX,,0,0
retired,11,9,VERB,,0,0
",",11,10,PUNCT,,0,0
',11,11,PUNCT,,0,0
',11,12,PUNCT,,0,0
a,11,13,DET,,0,0
fit,11,14,ADJ,,0,0
-,11,15,PUNCT,,0,0
looking,11,16,ADJ,,0,0
Farkas,11,17,PROPN,,0,0
said,11,18,NOUN,e7,REPORTING,EVENT
on,11,19,ADP,,0,0
state,11,20,NOUN,,0,0
TV,11,21,PROPN,,0,0
's,11,22,PART,,0,0
morning,11,23,NOUN,,0,0
talk,11,24,NOUN,,0,0
show,11,25,NOUN,,0,0
.,11,26,PUNCT,,0,0
With,12,0,ADP,,0,0
American,12,1,ADJ,,0,0
astronaut,12,2,NOUN,,0,0
Jon,12,3,PROPN,,0,0
McBride,12,4,PROPN,,0,0
",",12,5,PUNCT,,0,0
Farkas,12,6,PROPN,,0,0
set,12,7,VERB,e8,OCCURRENCE,EVENT
up,12,8,ADP,,0,0
an,12,9,DET,,0,0
American,12,10,ADJ,,0,0
-,12,11,PUNCT,,0,0
Hungarian,12,12,ADJ,,0,0
joint,12,13,ADJ,,0,0
venture,12,14,NOUN,,0,0
